codigo,departamento,municipio
68773,Santander,Sucre
68780,Santander,Suratá
68820,Santander,Tona
68855,Santander,Valle De San José
68861,Santander,Vélez
68867,Santander,Vetas
68872,Santander,Villanueva
68895,Santander,Zapatoca
70001,Sucre,Sincelejo
70110,Sucre,Buenavista
70124,Sucre,Caimito
70204,Sucre,Colosó
70215,Sucre,Corozal
70221,Sucre,Coveñas
70230,Sucre,Chalán
70233,Sucre,El Roble
70235,Sucre,Galeras
70265,Sucre,Guaranda
70400,Sucre,La Unión
70418,Sucre,Los Palmitos
70429,Sucre,Majagual
70473,Sucre,Morroa
70508,Sucre,Ovejas
70523,Sucre,Palmito
70670,Sucre,Sampués
70678,Sucre,San Benito Abad
70702,Sucre,San Juan De Betulia
70708,Sucre,San Marcos
70713,Sucre,San Onofre
70717,Sucre,San Pedro
70742,Sucre,San Luis De Sincé
70771,Sucre,Sucre
70820,Sucre,Santiago De Tolú
70823,Sucre,San José De Toluviejo
73001,Tolima,Ibagué
73024,Tolima,Alpujarra
73026,Tolima,Alvarado
73030,Tolima,Ambalema
73043,Tolima,Anzoátegui
73055,Tolima,Armero
73067,Tolima,Ataco
73124,Tolima,Cajamarca
73148,Tolima,Carmen De Apicalá
73152,Tolima,Casabianca
73168,Tolima,Chaparral
73200,Tolima,Coello
73217,Tolima,Coyaima
73226,Tolima,Cunday
73236,Tolima,Dolores
73268,Tolima,Espinal
73270,Tolima,Falan
73275,Tolima,Flandes
73283,Tolima,Fresno
73319,Tolima,Guamo
73347,Tolima,Herveo
73349,Tolima,Honda
73352,Tolima,Icononzo
73408,Tolima,Lérida
73411,Tolima,Líbano
73443,Tolima,San Sebastián De Mariquita
73449,Tolima,Melgar
73461,Tolima,Murillo
73483,Tolima,Natagaima
73504,Tolima,Ortega
73520,Tolima,Palocabildo
73547,Tolima,Piedras
73555,Tolima,Planadas
73563,Tolima,Prado
73585,Tolima,Purificación
73616,Tolima,Rioblanco
73622,Tolima,Roncesvalles
73624,Tolima,Rovira
73671,Tolima,Saldaña
73675,Tolima,San Antonio
73678,Tolima,San Luis
73686,Tolima,Santa Isabel
73770,Tolima,Suárez
73854,Tolima,Valle De San Juan
73861,Tolima,Venadillo
73870,Tolima,Villahermosa
73873,Tolima,Villarrica
76001,Valle Del Cauca,Cali
76020,Valle Del Cauca,Alcalá
76036,Valle Del Cauca,Andalucía
76041,Valle Del Cauca,Ansermanuevo
76054,Valle Del Cauca,Argelia
76100,Valle Del Cauca,Bolívar
76109,Valle Del Cauca,Buenaventura
76111,Valle Del Cauca,Guadalajara De Buga
76113,Valle Del Cauca,Bugalagrande
76122,Valle Del Cauca,Caicedonia
76126,Valle Del Cauca,Calima
76130,Valle Del Cauca,Candelaria
76147,Valle Del Cauca,Cartago
76233,Valle Del Cauca,Dagua
76243,Valle Del Cauca,El Águila
76246,Valle Del Cauca,El Cairo
76248,Valle Del Cauca,El Cerrito
76250,Valle Del Cauca,El Dovio
76275,Valle Del Cauca,Florida
76306,Valle Del Cauca,Ginebra
76318,Valle Del Cauca,Guacarí
76364,Valle Del Cauca,Jamundí
76377,Valle Del Cauca,La Cumbre
76400,Valle Del Cauca,La Unión
76403,Valle Del Cauca,La Victoria
76497,Valle Del Cauca,Obando
76520,Valle Del Cauca,Palmira
76563,Valle Del Cauca,Pradera
76606,Valle Del Cauca,Restrepo
76616,Valle Del Cauca,Riofrío
76622,Valle Del Cauca,Roldanillo
76670,Valle Del Cauca,San Pedro
76736,Valle Del Cauca,Sevilla
76823,Valle Del Cauca,Toro
76828,Valle Del Cauca,Trujillo
76834,Valle Del Cauca,Tuluá
76845,Valle Del Cauca,Ulloa
76863,Valle Del Cauca,Versalles
76869,Valle Del Cauca,Vijes
76890,Valle Del Cauca,Yotoco
76892,Valle Del Cauca,Yumbo
76895,Valle Del Cauca,Zarzal
81001,Arauca,Arauca
81065,Arauca,Arauquita
81220,Arauca,Cravo Norte
81300,Arauca,Fortul
81591,Arauca,Puerto Rondón
81736,Arauca,Saravena
81794,Arauca,Tame
85001,Casanare,Yopal
85010,Casanare,Aguazul
85015,Casanare,Chámeza
85125,Casanare,Hato Corozal
85136,Casanare,La Salina
85139,Casanare,Maní
85162,Casanare,Monterrey
85225,Casanare,Nunchía
85230,Casanare,Orocué
85250,Casanare,Paz De Ariporo
85263,Casanare,Pore
85279,Casanare,Recetor
85300,Casanare,Sabanalarga
85315,Casanare,Sácama
85325,Casanare,San Luis De Palenque
85400,Casanare,Támara
85410,Casanare,Tauramena
85430,Casanare,Trinidad
85440,Casanare,Villanueva
86001,Putumayo,Mocoa
86219,Putumayo,Colón
86320,Putumayo,Orito
86568,Putumayo,Puerto Asís
86569,Putumayo,Puerto Caicedo
86571,Putumayo,Puerto Guzmán
86573,Putumayo,Puerto Leguízamo
86749,Putumayo,Sibundoy
86755,Putumayo,San Francisco
86757,Putumayo,San Miguel
86760,Putumayo,Santiago
86865,Putumayo,Valle Del Guamuez
86885,Putumayo,Villagarzón
88001,Archipiélago De San Andrés. Providencia Y Santa Catalina,San Andrés
88564,Archipiélago De San Andrés. Providencia Y Santa Catalina,Providencia
91001,Amazonas,Leticia
91263,Amazonas,El Encanto
91405,Amazonas,La Chorrera
91407,Amazonas,La Pedrera
91430,Amazonas,La Victoria
91460,Amazonas,Mirití - Paraná
91530,Amazonas,Puerto Alegría
91536,Amazonas,Puerto Arica
91540,Amazonas,Puerto Nariño
91669,Amazonas,Puerto Santander
91798,Amazonas,Tarapacá
94001,Guainía,Inírida
94343,Guainía,Barrancominas
94883,Guainía,San Felipe
94884,Guainía,Puerto Colombia
94885,Guainía,La Guadalupe
94886,Guainía,Cacahual
94887,Guainía,Pana Pana
94888,Guainía,Morichal
95001,Guaviare,San José Del Guaviare
95015,Guaviare,Calamar
95025,Guaviare,El Retorno
95200,Guaviare,Miraflores
97001,Vaupés,Mitú
97161,Vaupés,Carurú
97511,Vaupés,Pacoa
97666,Vaupés,Taraira
97777,Vaupés,Papunahua
97889,Vaupés,Yavaraté
99001,Vichada,Puerto Carreño
99524,Vichada,La Primavera
99624,Vichada,Santa Rosalía
99773,Vichada,Cumaribo
