identity_code,ean_code,service_code,initial,length
,2323423112312,64355345,1,1
,1231544986516,65632325,12,12
,6789345535365,67859054,1,1
,6786756443424,67867911,1,1
,1009201978965,76546635,0,8
,1009201978965,76546635,0,30
,1009201978965,76546635,0,29
,8889999999999,77778877,21,10
,5698712547899,78945612,1,20
,6789556631314,79563412,1,1
,2256248948465,84959584,12,12
,1561254189465,86336899,12,12
,9887857658758,87646454,1,1
,6645645646876,87878787,1,3
,7789876786876,87878788,12,20
,9896365214528,88888,0,18
,8801955555101,89101112,0,18
,8801955555102,89101113,0,18
,1234567891234,90002154,1,12
,1811201900000,90002155,0,12
,2020130158258,90002157,0,18
,3628515411011,90002158,0,14
,5555555554124,90002165,0,18
,7890453435434,91167764,1,1
,7878979878978,91176567,1,1
,4909087866780,96589662,0,18
,4909087866781,96589663,0,18
,4909087866782,96589664,0,18
,4909087866783,96589665,0,18
,4909087866784,96589666,0,18
,141114112019,96966559,0,1
,4444999555556,96968585,1,1
,6546481564864,98992222,12,12
,1325615616520,99669966,12,12
,8801955555207,99990032,0,18
,8801955555204,99990033,0,18
,8801955555217,99990040,0,18
,8801955555218,99990041,0,18
,8801955555229,99990043,0,18
,8801955555231,99990047,0,18
,8801955555233,99990049,0,18
,8801955555234,99990050,0,18
,8801955555235,99990051,0,18
,8801955555236,99990052,0,18
,8801955555237,99990053,0,18
,8989898989891,99990244,0,8
,1596554621387,99991002,0,20
,1243152653445,99991003,1,12
,123456789564,99991007,12,10
,1234567865342,99991008,10,10
,9123423424234,99991234,1,1
,1231845321515,99995555,12,12
,1301202012345,99996634,0,18
,7777777777777,99996638,21,10
,191411000019,99996646,21,11
,1010111199888,99996648,1,21
,2019091012345,99996649,1,21
,1919110000019,99996650,0,20
,3366854154144,99996655,0,20
,2659856561564,99996666,12,12
,123456789206,99996669,0,20
,2351102202036,99996670,0,20
,2019100908070,99996671,0,20
,7852012364879,99997845,0,15
,7777777777771,99998877,1,10
,3100402202033,99999901,12,20
,2376536753765,99999902,12,12
,1324657984652,99999903,10,20
,4430702202007,99999905,12,12
,3172901202029,99999906,15,15
,1036250320203,99999908,12,12
,1034100220206,99999910,12,12
,120320201152,99999913,12,12
,2412703202039,99999914,12,12
,1325648798795,99999917,10,30
,2092703202039,99999919,12,21
,852369746444,99999921,13,15
,3221002202045,99999922,12,12
,3361002202056,99999923,12,12
,3541002202078,99999924,12,12
,4191002202035,99999925,12,12
,1203202010403,99999926,12,12
,8628175762157,99999928,10,40
,2503202009050,99999930,12,12
,9200250320201,99999931,12,12
,2703202012803,99999932,12,12
,1432702202039,99999933,12,12
,3214657987984,99999947,0,12
,4051102202085,99999992,0,20
,2035281917254,99999993,20,50
,2001202012356,99999994,10,30
,202015012020,99999995,0,10
,150120201501,99999996,10,30
,7676746767464,99999999,1,1
